,Code,Content,Values
1521,2000S-3163-GEORB3,"Persons: Migrant background - Age (eleven classes of
years)/Sex - Equipment in dwelling",34560
1522,2000S-3164-GEOBL3,"Persons: Migrant background - Age (eleven classes of
years)/Floor area of the dwelling (20m² intervals)/Rooms -
Size of private household",21504
1523,2000S-3164-GEODL3,"Persons: Migrant background - Age (eleven classes of
years)/Floor area of the dwelling (20m² intervals)/Rooms -
Size of private household",1344
1524,2000S-3164-GEOLK3,"Persons: Migrant background - Age (eleven classes of
years)/Floor area of the dwelling (20m² intervals)/Rooms -
Size of private household",553728
1525,2000S-3164-GEORB3,"Persons: Migrant background - Age (eleven classes of
years)/Floor area of the dwelling (20m² intervals)/Rooms -
Size of private household",48384
1526,2000S-3165-GEOBL3,"Persons: Migrant background - Age (eleven classes of
years)/Size of private household - Type of private
household (by family)",18432
1527,2000S-3165-GEODL3,"Persons: Migrant background - Age (eleven classes of
years)/Size of private household - Type of private
household (by family)",1152
1528,2000S-3165-GEOLK3,"Persons: Migrant background - Age (eleven classes of
years)/Size of private household - Type of private
household (by family)",474624
1529,2000S-3165-GEORB3,"Persons: Migrant background - Age (eleven classes of
years)/Size of private household - Type of private
household (by family)",41472
1530,2000S-3166-GEOBL3,"Persons: Migrant background (selected countries) - Age
(classes rel. to market research)/Migrant background
(duration of stay)/Sex - Type of private household",20160
1531,2000S-3166-GEODL3,"Persons: Migrant background (selected countries) - Age
(classes rel. to market research)/Migrant background
(duration of stay)/Sex - Type of private household",1260
1532,2000S-3167-GEOBL3,"Persons: Migrant background (selected countries) - Highest
professional qualification (detailed) - Sex",5760
1533,2000S-3167-GEODL3,"Persons: Migrant background (selected countries) - Highest
professional qualification (detailed) - Sex",360
1534,2000S-3167-GEOLK3,"Persons: Migrant background (selected countries) - Highest
professional qualification (detailed) - Sex",148320
1535,2000S-3167-GEORB3,"Persons: Migrant background (selected countries) - Highest
professional qualification (detailed) - Sex",12960
1536,2000S-3168-GEOBL3,"Persons: Migrant background (duration of stay) -
Migrant background and experience - Age (ten years age
groups)/Marital status (in detail)",19040
1537,2000S-3168-GEODL3,"Persons: Migrant background (duration of stay) -
Migrant background and experience - Age (ten years age
groups)/Marital status (in detail)",1190
1538,2000S-3168-GEOLK3,"Persons: Migrant background (duration of stay) -
Migrant background and experience - Age (ten years age
groups)/Marital status (in detail)",490280
1539,2000S-3168-GEORB3,"Persons: Migrant background (duration of stay) -
Migrant background and experience - Age (ten years age
groups)/Marital status (in detail)",42840
1540,2000S-3168-GEOVB3,"Persons: Migrant background (duration of stay) -
Migrant background and experience - Age (ten years age
groups)/Marital status (in detail)",186830
1541,2000S-3169-GEOBL3,"Persons: Migrant background (duration of stay) -
Sex - Age (yearly stages)",34272
1542,2000S-3169-GEODL3,"Persons: Migrant background (duration of stay) -
Sex - Age (yearly stages)",2142
1543,2000S-3169-GEORB3,"Persons: Migrant background (duration of stay) -
Sex - Age (yearly stages)",77112
1544,2000S-3170-GEOBL3,"Persons: Migrant background (duration of stay) -
Age (age classes of relevance to market research) - Marital
status (in detail)/Sex",14112
1545,2000S-3170-GEODL3,"Persons: Migrant background (duration of stay) -
Age (age classes of relevance to market research) - Marital
status (in detail)/Sex",882
1546,2000S-3171-GEOBL3,"Persons: Migrant background (duration of stay) -
Sex - Marital status (in detail)",3024
1547,2000S-3171-GEODL3,"Persons: Migrant background (duration of stay) -
Sex - Marital status (in detail)",189
1548,2000S-3172-GEOBL3,"Persons: Migrant background (duration of stay) -
Age (age classes of relevance to market research)/Sex -
Type of private household (by family)",9408
1549,2000S-3172-GEODL3,"Persons: Migrant background (duration of stay) -
Age (age classes of relevance to market research)/Sex -
Type of private household (by family)",588
1550,2000S-3173-GEOBL3,"Persons: Migrant background (countries) - Age (yearly
stages) - Sex",455328
1551,2000S-3173-GEODL3,"Persons: Migrant background (countries) - Age (yearly
stages) - Sex",28458
1552,2000S-3173-GEORB3,"Persons: Migrant background (countries) - Age (yearly
stages) - Sex",1024488
1553,2000S-3174-GEOBL3,"Persons: Migrant background (countries) - Migration
experience (decade of arrival) - Sex",258912
1554,2000S-3174-GEODL3,"Persons: Migrant background (countries) - Migration
experience (decade of arrival) - Sex",16182
1555,2000S-3174-GEORB3,"Persons: Migrant background (countries) - Migration
experience (decade of arrival) - Sex",582552
1556,2000S-3175-GEOBL3,"Persons: Migrant background (countries) - Migrant background
and experience - Ownership of dwelling",151776
1557,2000S-3175-GEODL3,"Persons: Migrant background (countries) - Migrant background
and experience - Ownership of dwelling",9486
1558,2000S-3175-GEORB3,"Persons: Migrant background (countries) - Migrant background
and experience - Ownership of dwelling",341496
1559,2000S-3175-GEOVB3,"Persons: Migrant background (countries) - Migrant background
and experience - Ownership of dwelling",1489302
1560,2000S-3176-GEOBL3,"Persons: Migration experience (decade of arrival) - Age (ten
years age groups)/Citizenship (selected countries) - Sex",3840
1561,2000S-3176-GEODL3,"Persons: Migration experience (decade of arrival) - Age (ten
years age groups)/Citizenship (selected countries) - Sex",240
1562,2000S-3176-GEOGM3,"Persons: Migration experience (decade of arrival) - Age (ten
years age groups)/Citizenship (selected countries) - Sex",377760
1563,2000S-3176-GEOLK3,"Persons: Migration experience (decade of arrival) - Age (ten
years age groups)/Citizenship (selected countries) - Sex",98880
1564,2000S-3176-GEORB3,"Persons: Migration experience (decade of arrival) - Age (ten
years age groups)/Citizenship (selected countries) - Sex",8640
1565,2000S-3176-GEOVB3,"Persons: Migration experience (decade of arrival) - Age (ten
years age groups)/Citizenship (selected countries) - Sex",37680
1566,2000S-3177-GEOBL3,"Persons: Migration experience (decade of arrival) - Migrant
background and experience - Age (ten years age
groups)/Marital status (in detail)",21760
1567,2000S-3177-GEODL3,"Persons: Migration experience (decade of arrival) - Migrant
background and experience - Age (ten years age
groups)/Marital status (in detail)",1360
1568,2000S-3177-GEOLK3,"Persons: Migration experience (decade of arrival) - Migrant
background and experience - Age (ten years age
groups)/Marital status (in detail)",560320
1569,2000S-3177-GEORB3,"Persons: Migration experience (decade of arrival) - Migrant
background and experience - Age (ten years age
groups)/Marital status (in detail)",48960
1570,2000S-3177-GEOVB3,"Persons: Migration experience (decade of arrival) - Migrant
background and experience - Age (ten years age
groups)/Marital status (in detail)",213520
1571,2000S-3178-GEOBL3,"Persons: Migration experience (decade of arrival) - Age (ten
years age groups)/Sex - Type of private household (by
living arrangement)",10240
1572,2000S-3178-GEODL3,"Persons: Migration experience (decade of arrival) - Age (ten
years age groups)/Sex - Type of private household (by
living arrangement)",640
1573,2000S-3179-GEOBL3,Pupils: Type of school - Class level - Sex,1344
1574,2000S-3179-GEODL3,Pupils: Type of school - Class level - Sex,84
1575,2000S-3179-GEOGM3,Pupils: Type of school - Class level - Sex,132216
1576,2000S-3179-GEOLK3,Pupils: Type of school - Class level - Sex,34608
1577,2000S-3179-GEORB3,Pupils: Type of school - Class level - Sex,3024
1578,2000S-3179-GEOVB3,Pupils: Type of school - Class level - Sex,13188
1579,2000S-3180-GEOBL3,"Pupils: Type of school - Class level/Sex - Migrant
background and experience",7616
1580,2000S-3180-GEODL3,"Pupils: Type of school - Class level/Sex - Migrant
background and experience",476
1581,2000S-3180-GEOGM3,"Pupils: Type of school - Class level/Sex - Migrant
background and experience",749224
1582,2000S-3180-GEOLK3,"Pupils: Type of school - Class level/Sex - Migrant
background and experience",196112
1583,2000S-3180-GEORB3,"Pupils: Type of school - Class level/Sex - Migrant
background and experience",17136
1584,2000S-3180-GEOVB3,"Pupils: Type of school - Class level/Sex - Migrant
background and experience",74732
1585,2000S-3181-GEOBL3,"Pupils: Class level - Sex - Migrant background and
experience",3264
1586,2000S-3181-GEODL3,"Pupils: Class level - Sex - Migrant background and
experience",204
1587,2000S-3181-GEOGM3,"Pupils: Class level - Sex - Migrant background and
experience",321096
1588,2000S-3181-GEOLK3,"Pupils: Class level - Sex - Migrant background and
experience",84048
1589,2000S-3181-GEORB3,"Pupils: Class level - Sex - Migrant background and
experience",7344
1590,2000S-3181-GEOVB3,"Pupils: Class level - Sex - Migrant background and
experience",32028
1591,2000S-3182-GEOBL3,"Pupils: Migrant background (duration of stay) -
Type of school - Class level",3136
1592,2000S-3182-GEODL3,"Pupils: Migrant background (duration of stay) -
Type of school - Class level",196
1593,2000S-3182-GEOGM3,"Pupils: Migrant background (duration of stay) -
Type of school - Class level",308504
1594,2000S-3182-GEOLK3,"Pupils: Migrant background (duration of stay) -
Type of school - Class level",80752
1595,2000S-3182-GEORB3,"Pupils: Migrant background (duration of stay) -
Type of school - Class level",7056
1596,2000S-3182-GEOVB3,"Pupils: Migrant background (duration of stay) -
Type of school - Class level",30772
1597,2000S-3183-GEOBL3,"Pupils: Migrant background (duration of stay) -
Type of school/Class level - Sex",2352
1598,2000S-3183-GEODL3,"Pupils: Migrant background (duration of stay) -
Type of school/Class level - Sex",147
1599,2000S-3183-GEOGM3,"Pupils: Migrant background (duration of stay) -
Type of school/Class level - Sex",231378
1600,2000S-3183-GEOLK3,"Pupils: Migrant background (duration of stay) -
Type of school/Class level - Sex",60564
1601,2000S-3183-GEORB3,"Pupils: Migrant background (duration of stay) -
Type of school/Class level - Sex",5292
1602,2000S-3183-GEOVB3,"Pupils: Migrant background (duration of stay) -
Type of school/Class level - Sex",23079
1603,2000S-3184-GEOBL3,"Pupils: Migrant background (selected countries) - Age (age
classes of relevance to infrastructure) - Type of school",20160
1604,2000S-3184-GEODL3,"Pupils: Migrant background (selected countries) - Age (age
classes of relevance to infrastructure) - Type of school",1260
1605,2000S-3184-GEOLK3,"Pupils: Migrant background (selected countries) - Age (age
classes of relevance to infrastructure) - Type of school",519120
1606,2000S-3184-GEORB3,"Pupils: Migrant background (selected countries) - Age (age
classes of relevance to infrastructure) - Type of school",45360
1607,2000S-3184-GEOVB3,"Pupils: Migrant background (selected countries) - Age (age
classes of relevance to infrastructure) - Type of school",197820
1608,2000S-4001-GEOBL3,"Persons: Activity status (detailed) - Marital status (in
detail) - Age (five years age groups) - Sex/Religion (in
detail)",155520
1609,2000S-4001-GEODL3,"Persons: Activity status (detailed) - Marital status (in
detail) - Age (five years age groups) - Sex/Religion (in
detail)",9720
1610,2000S-4002-GEOBL3,"Persons: Activity status (detailed) - Religion (in detail) -
Age (five years age groups)/Citizenship/Marital status (in
detail) - Sex",138240
1611,2000S-4002-GEODL3,"Persons: Activity status (detailed) - Religion (in detail) -
Age (five years age groups)/Citizenship/Marital status (in
detail) - Sex",8640
1612,2000S-4003-GEOBL3,"Persons: Activity status (detailed) - Religion (in detail) -
Age (ten years age groups) - Migrant background",69120
1613,2000S-4003-GEODL3,"Persons: Activity status (detailed) - Religion (in detail) -
Age (ten years age groups) - Migrant background",4320
1614,2000S-4004-GEOBL3,"Persons: Activity status (detailed) - Religion (in detail) -
Sex - Type of private household (by family)",41472
1615,2000S-4004-GEODL3,"Persons: Activity status (detailed) - Religion (in detail) -
Sex - Type of private household (by family)",2592
1616,2000S-4005-GEOBL3,"Persons: Activity status (detailed) - Religion (in detail) -
Marital status (in detail) - Size of family nucleus",124416
1617,2000S-4005-GEODL3,"Persons: Activity status (detailed) - Religion (in detail) -
Marital status (in detail) - Size of family nucleus",7776
1618,2000S-4006-GEOBL3,"Persons: Activity status (detailed) - Marital status (in
detail)/Religion (in detail) - Sex - Size of family nucleus",46656
1619,2000S-4006-GEODL3,"Persons: Activity status (detailed) - Marital status (in
detail)/Religion (in detail) - Sex - Size of family nucleus",2916
1620,2000S-4007-GEOBL3,"Persons: Activity status (detailed) - Religion (in detail) -
Sex - Type of family nucleus (by living arrangement)",41472
